"mine","mine_type","metals","country","region","location","latitude","longitude","impactID","affected_system","affected_component","affected_factor","impact.description","comment","stage","focus","contaminant","est_significance","impact_direction","mitigationID","mitigation","mitigation_description","citation","year","link"
"ISUA Iron Ore","Open pit","Iron","Greenland","Nuuk ","150 km NW of Nuuk ",65.50312849,-50.33983198,"E6C1","5-Societies","5B-Economic","5B-Jobs","Increase in job posts","Approximately 210-430 jobs from contract packages for local operators.","construction","Local community",NA,"Medium","Positive","E6M1","Yes","SIK has prepared proposals for training initiatives for the mining and oil sector. nformation on contract packages to be tendered locally made public and provided to Greenland authorities, local companies and employers and employees organizations in at least 3 opportunities","NAGrontmij A/S (2013) Social Impact Assessment for the ISUA Iron Ore Project for London Mining Greenland A/S. https://naalakkersuisut.gl/~/media/Nanoq/Files/Attached%20Files/Raastof/Hoeringer/ISUA%202012/SIA%20London%20Mining%20final%20march%202013.pdf",2013,"https://naalakkersuisut.gl/~/media/Nanoq/Files/Attached%20Files/Raastof/Hoeringer/ISUA%202012/SIA%20London%20Mining%20final%20march%202013.pdf"
"ISUA Iron Ore","Open pit","Iron","Greenland","Nuuk ","150 km NW of Nuuk ",65.50312849,-50.33983198,"E6C1","5-Societies","5B-Economic","5B-Jobs","Increase in job posts","Approximately 210-430 jobs from contract packages for local operators.","construction","Local community",NA,"Medium","Positive","E6M2","Yes","Information on contract packages to be tendered locally made public and provided to Greenland authorities, local companies and employers and employees organizations in at least 3 opportunities","NAGrontmij A/S (2013) Social Impact Assessment for the ISUA Iron Ore Project for London Mining Greenland A/S. https://naalakkersuisut.gl/~/media/Nanoq/Files/Attached%20Files/Raastof/Hoeringer/ISUA%202012/SIA%20London%20Mining%20final%20march%202013.pdf",2013,"https://naalakkersuisut.gl/~/media/Nanoq/Files/Attached%20Files/Raastof/Hoeringer/ISUA%202012/SIA%20London%20Mining%20final%20march%202013.pdf"
"ISUA Iron Ore","Open pit","Iron","Greenland","Nuuk ","150 km NW of Nuuk ",65.50312849,-50.33983198,"E6C1","5-Societies","5B-Economic","5B-Jobs","Increase in job posts","Approximately 210-430 jobs from contract packages for local operators.","construction","Local community",NA,"Medium","Positive","E6M3","Yes","Information meetings with Greenland authorities, local companies and employer’s organizations in order to inform on the contract packages to be tendered to local companies.","NAGrontmij A/S (2013) Social Impact Assessment for the ISUA Iron Ore Project for London Mining Greenland A/S. https://naalakkersuisut.gl/~/media/Nanoq/Files/Attached%20Files/Raastof/Hoeringer/ISUA%202012/SIA%20London%20Mining%20final%20march%202013.pdf",2013,"https://naalakkersuisut.gl/~/media/Nanoq/Files/Attached%20Files/Raastof/Hoeringer/ISUA%202012/SIA%20London%20Mining%20final%20march%202013.pdf"
"ISUA Iron Ore","Open pit","Iron","Greenland","Nuuk ","150 km NW of Nuuk ",65.50312849,-50.33983198,"E6C1","5-Societies","5B-Economic","5B-Jobs","Increase in job posts","Approximately 210-430 jobs from contract packages for local operators.","construction","Local community",NA,"Medium","Positive","E6M4","Yes","Request reporting of % of local workers among the staff in the tender offers","NAGrontmij A/S (2013) Social Impact Assessment for the ISUA Iron Ore Project for London Mining Greenland A/S. https://naalakkersuisut.gl/~/media/Nanoq/Files/Attached%20Files/Raastof/Hoeringer/ISUA%202012/SIA%20London%20Mining%20final%20march%202013.pdf",2013,"https://naalakkersuisut.gl/~/media/Nanoq/Files/Attached%20Files/Raastof/Hoeringer/ISUA%202012/SIA%20London%20Mining%20final%20march%202013.pdf"
"ISUA Iron Ore","Open pit","Iron","Greenland","Nuuk ","150 km NW of Nuuk ",65.50312849,-50.33983198,"E6C2","5-Societies","5B-Economic","5B-Jobs","20% of local workers from the first 5 years of operation","From the first 5 years of the operation phase estimated a workforce of approximately 20%local workers at ISUA, mainly for non-mining processing jobs during the first 5 years.","operation","Local community",NA,"Medium","Positive","E6M1","Yes","Administrative focus on improving employability of Greenlanders in the extractive sector. ","NAGrontmij A/S (2013) Social Impact Assessment for the ISUA Iron Ore Project for London Mining Greenland A/S. https://naalakkersuisut.gl/~/media/Nanoq/Files/Attached%20Files/Raastof/Hoeringer/ISUA%202012/SIA%20London%20Mining%20final%20march%202013.pdf",2013,"https://naalakkersuisut.gl/~/media/Nanoq/Files/Attached%20Files/Raastof/Hoeringer/ISUA%202012/SIA%20London%20Mining%20final%20march%202013.pdf"
"ISUA Iron Ore","Open pit","Iron","Greenland","Nuuk ","150 km NW of Nuuk ",65.50312849,-50.33983198,"E6C2","5-Societies","5B-Economic","5B-Jobs","20% of local workers from the first 5 years of operation","From the first 5 years of the operation phase estimated a workforce of approximately 20%local workers at ISUA, mainly for non-mining processing jobs during the first 5 years.","operation","Local community",NA,"Medium","Positive","E6M2","Yes","Training course at the School of Minerals and Petroleum","NAGrontmij A/S (2013) Social Impact Assessment for the ISUA Iron Ore Project for London Mining Greenland A/S. https://naalakkersuisut.gl/~/media/Nanoq/Files/Attached%20Files/Raastof/Hoeringer/ISUA%202012/SIA%20London%20Mining%20final%20march%202013.pdf",2013,"https://naalakkersuisut.gl/~/media/Nanoq/Files/Attached%20Files/Raastof/Hoeringer/ISUA%202012/SIA%20London%20Mining%20final%20march%202013.pdf"
"ISUA Iron Ore","Open pit","Iron","Greenland","Nuuk ","150 km NW of Nuuk ",65.50312849,-50.33983198,"E6C2","5-Societies","5B-Economic","5B-Jobs","20% of local workers from the first 5 years of operation","From the first 5 years of the operation phase estimated a workforce of approximately 20%local workers at ISUA, mainly for non-mining processing jobs during the first 5 years.","operation","Local community",NA,"Medium","Positive","E6M3","Yes","Early implementation of a Human Resources (HR) Division, when construction permit is granted, with HR staff dedicated to implementation of recruitment campaigns and contact with candidates in Greenland. Initially, this can be supported by a locally based headhunting or HR development company.","NAGrontmij A/S (2013) Social Impact Assessment for the ISUA Iron Ore Project for London Mining Greenland A/S. https://naalakkersuisut.gl/~/media/Nanoq/Files/Attached%20Files/Raastof/Hoeringer/ISUA%202012/SIA%20London%20Mining%20final%20march%202013.pdf",2013,"https://naalakkersuisut.gl/~/media/Nanoq/Files/Attached%20Files/Raastof/Hoeringer/ISUA%202012/SIA%20London%20Mining%20final%20march%202013.pdf"
"ISUA Iron Ore","Open pit","Iron","Greenland","Nuuk ","150 km NW of Nuuk ",65.50312849,-50.33983198,"E6C2","5-Societies","5B-Economic","5B-Jobs","20% of local workers from the first 5 years of operation","From the first 5 years of the operation phase estimated a workforce of approximately 20%local workers at ISUA, mainly for non-mining processing jobs during the first 5 years.","operation","Local community",NA,"Medium","Positive","E6M4","Yes","Extend recruiting campaign to Greenlandic people currently based in Denmark. While Greenlanders in Denmark read Greenland newspapers, use internet and are informed about job opportunities, arrangement for providing additional information or making interviews in Denmark could be of advantage. ","NAGrontmij A/S (2013) Social Impact Assessment for the ISUA Iron Ore Project for London Mining Greenland A/S. https://naalakkersuisut.gl/~/media/Nanoq/Files/Attached%20Files/Raastof/Hoeringer/ISUA%202012/SIA%20London%20Mining%20final%20march%202013.pdf",2013,"https://naalakkersuisut.gl/~/media/Nanoq/Files/Attached%20Files/Raastof/Hoeringer/ISUA%202012/SIA%20London%20Mining%20final%20march%202013.pdf"
"ISUA Iron Ore","Open pit","Iron","Greenland","Nuuk ","150 km NW of Nuuk ",65.50312849,-50.33983198,"E6C2","5-Societies","5B-Economic","5B-Jobs","20% of local workers from the first 5 years of operation","From the first 5 years of the operation phase estimated a workforce of approximately 20%local workers at ISUA, mainly for non-mining processing jobs during the first 5 years.","operation","Local community",NA,"Medium","Positive","E6M5","Yes","Prepare a detailed job description for each of the job positions, and their corresponding requirements. ","NAGrontmij A/S (2013) Social Impact Assessment for the ISUA Iron Ore Project for London Mining Greenland A/S. https://naalakkersuisut.gl/~/media/Nanoq/Files/Attached%20Files/Raastof/Hoeringer/ISUA%202012/SIA%20London%20Mining%20final%20march%202013.pdf",2013,"https://naalakkersuisut.gl/~/media/Nanoq/Files/Attached%20Files/Raastof/Hoeringer/ISUA%202012/SIA%20London%20Mining%20final%20march%202013.pdf"
"ISUA Iron Ore","Open pit","Iron","Greenland","Nuuk ","150 km NW of Nuuk ",65.50312849,-50.33983198,"E6C2","5-Societies","5B-Economic","5B-Jobs","20% of local workers from the first 5 years of operation","From the first 5 years of the operation phase estimated a workforce of approximately 20%local workers at ISUA, mainly for non-mining processing jobs during the first 5 years.","operation","Local community",NA,"Medium","Positive","E6M6","Yes","Pro-active and early communication with the Labour Unions, Professional associations and Municipal Job Centres on basic requirements to be filled by aspirants to jobs at ISUA, so they can upgrade the qualifications of these associates and clients interested in jobs at ISUA. ","NAGrontmij A/S (2013) Social Impact Assessment for the ISUA Iron Ore Project for London Mining Greenland A/S. https://naalakkersuisut.gl/~/media/Nanoq/Files/Attached%20Files/Raastof/Hoeringer/ISUA%202012/SIA%20London%20Mining%20final%20march%202013.pdf",2013,"https://naalakkersuisut.gl/~/media/Nanoq/Files/Attached%20Files/Raastof/Hoeringer/ISUA%202012/SIA%20London%20Mining%20final%20march%202013.pdf"
"ISUA Iron Ore","Open pit","Iron","Greenland","Nuuk ","150 km NW of Nuuk ",65.50312849,-50.33983198,"E6C2","5-Societies","5B-Economic","5B-Jobs","20% of local workers from the first 5 years of operation","From the first 5 years of the operation phase estimated a workforce of approximately 20%local workers at ISUA, mainly for non-mining processing jobs during the first 5 years.","operation","Local community",NA,"Medium","Positive","E6M7","Yes","Discuss with the School of Minerals and Petroleum and ARTEK the possibility of adapting the curricula of the basic training courses and the development advanced courses in order to match the needs of ISUA project and other highly mechanised mining operations, and thereby improve employment prospects of new graduates.","NAGrontmij A/S (2013) Social Impact Assessment for the ISUA Iron Ore Project for London Mining Greenland A/S. https://naalakkersuisut.gl/~/media/Nanoq/Files/Attached%20Files/Raastof/Hoeringer/ISUA%202012/SIA%20London%20Mining%20final%20march%202013.pdf",2013,"https://naalakkersuisut.gl/~/media/Nanoq/Files/Attached%20Files/Raastof/Hoeringer/ISUA%202012/SIA%20London%20Mining%20final%20march%202013.pdf"
"ISUA Iron Ore","Open pit","Iron","Greenland","Nuuk ","150 km NW of Nuuk ",65.50312849,-50.33983198,"E6C2","5-Societies","5B-Economic","5B-Jobs","20% of local workers from the first 5 years of operation","From the first 5 years of the operation phase estimated a workforce of approximately 20%local workers at ISUA, mainly for non-mining processing jobs during the first 5 years.","operation","Local community",NA,"Medium","Positive","E6M8","Yes","Explore the alternative benefits that could be included in the salary package and working conditions that can make ISUA project an attractive workplace for local qualified workers or even motivate local people to undertake an education related to the mining sector. i.e. insurance, housing or support to housing, etc. ","NAGrontmij A/S (2013) Social Impact Assessment for the ISUA Iron Ore Project for London Mining Greenland A/S. https://naalakkersuisut.gl/~/media/Nanoq/Files/Attached%20Files/Raastof/Hoeringer/ISUA%202012/SIA%20London%20Mining%20final%20march%202013.pdf",2013,"https://naalakkersuisut.gl/~/media/Nanoq/Files/Attached%20Files/Raastof/Hoeringer/ISUA%202012/SIA%20London%20Mining%20final%20march%202013.pdf"
"ISUA Iron Ore","Open pit","Iron","Greenland","Nuuk ","150 km NW of Nuuk ",65.50312849,-50.33983198,"E6C2","5-Societies","5B-Economic","5B-Jobs","20% of local workers from the first 5 years of operation","From the first 5 years of the operation phase estimated a workforce of approximately 20%local workers at ISUA, mainly for non-mining processing jobs during the first 5 years.","operation","Local community",NA,"Medium","Positive","E6M9","Yes","In order to improve the retention of local workforce, it is recommended to ensure the presence of Greenlandic speaking HR staff, and includes role counseling services to help the workers to develop personal and group strategies to solve interpersonal conflicts and overcome difficulties adapting to the working and life condition. ","NAGrontmij A/S (2013) Social Impact Assessment for the ISUA Iron Ore Project for London Mining Greenland A/S. https://naalakkersuisut.gl/~/media/Nanoq/Files/Attached%20Files/Raastof/Hoeringer/ISUA%202012/SIA%20London%20Mining%20final%20march%202013.pdf",2013,"https://naalakkersuisut.gl/~/media/Nanoq/Files/Attached%20Files/Raastof/Hoeringer/ISUA%202012/SIA%20London%20Mining%20final%20march%202013.pdf"
"ISUA Iron Ore","Open pit","Iron","Greenland","Nuuk ","150 km NW of Nuuk ",65.50312849,-50.33983198,"E6C2","5-Societies","5B-Economic","5B-Jobs","20% of local workers from the first 5 years of operation","From the first 5 years of the operation phase estimated a workforce of approximately 20%local workers at ISUA, mainly for non-mining processing jobs during the first 5 years.","operation","Local community",NA,"Medium","Positive","E6M10","Yes","Set up a program for intercultural understanding, to be provided to all the workforce and contractors. The program could consist of, for example: i) a course to enhance the understanding of Greenlandic culture and communications codes, mandatory to all international staff, contractors and subcontractors to operate in Greenland; ii) introductory course on rules and expectations related to behaviour and communication during working hours; including explanation on why the rules are established as such iii) workforce workshops for elaboration of social rules during free time activities and common relaxation areas, etc. iv) regular events for encouraging intercultural dialogue and understanding. The program should include monitoring of internal communication or behavioural conflicts and good experiences, in order to ensure regular feedback and improvement of the program. ","NAGrontmij A/S (2013) Social Impact Assessment for the ISUA Iron Ore Project for London Mining Greenland A/S. https://naalakkersuisut.gl/~/media/Nanoq/Files/Attached%20Files/Raastof/Hoeringer/ISUA%202012/SIA%20London%20Mining%20final%20march%202013.pdf",2013,"https://naalakkersuisut.gl/~/media/Nanoq/Files/Attached%20Files/Raastof/Hoeringer/ISUA%202012/SIA%20London%20Mining%20final%20march%202013.pdf"
"ISUA Iron Ore","Open pit","Iron","Greenland","Nuuk ","150 km NW of Nuuk ",65.50312849,-50.33983198,"E6C2","5-Societies","5B-Economic","5B-Jobs","20% of local workers from the first 5 years of operation","From the first 5 years of the operation phase estimated a workforce of approximately 20%local workers at ISUA, mainly for non-mining processing jobs during the first 5 years.","operation","Local community",NA,"Medium","Positive","E6M11","Yes","Trained local foremen of the so-called trainee programs. ","NAGrontmij A/S (2013) Social Impact Assessment for the ISUA Iron Ore Project for London Mining Greenland A/S. https://naalakkersuisut.gl/~/media/Nanoq/Files/Attached%20Files/Raastof/Hoeringer/ISUA%202012/SIA%20London%20Mining%20final%20march%202013.pdf",2013,"https://naalakkersuisut.gl/~/media/Nanoq/Files/Attached%20Files/Raastof/Hoeringer/ISUA%202012/SIA%20London%20Mining%20final%20march%202013.pdf"
"ISUA Iron Ore","Open pit","Iron","Greenland","Nuuk ","150 km NW of Nuuk ",65.50312849,-50.33983198,"E6C2","5-Societies","5B-Economic","5B-Jobs","20% of local workers from the first 5 years of operation","From the first 5 years of the operation phase estimated a workforce of approximately 20%local workers at ISUA, mainly for non-mining processing jobs during the first 5 years.","operation","Local community",NA,"Medium","Positive","E6M12","Yes","Linguistis upgrading English courses to be established by Language School","NAGrontmij A/S (2013) Social Impact Assessment for the ISUA Iron Ore Project for London Mining Greenland A/S. https://naalakkersuisut.gl/~/media/Nanoq/Files/Attached%20Files/Raastof/Hoeringer/ISUA%202012/SIA%20London%20Mining%20final%20march%202013.pdf",2013,"https://naalakkersuisut.gl/~/media/Nanoq/Files/Attached%20Files/Raastof/Hoeringer/ISUA%202012/SIA%20London%20Mining%20final%20march%202013.pdf"
"ISUA Iron Ore","Open pit","Iron","Greenland","Nuuk ","150 km NW of Nuuk ",65.50312849,-50.33983198,"E6C3","5-Societies","5B-Economic","5B-Local bussiness","Local contractors/suppliers to be offered contract packages","Specific contract packages (construction and services) to be offered to local contractors/suppliers on competitive basis.","construction","Local community",NA,"Medium","Positive","E6M1","Yes","Maintain a close dialogue and continuous updates with Municipal and National authorities on the plans and progress of the project, defining as accurately as possible the needs of the project and the timing of the activities during construction.","NAGrontmij A/S (2013) Social Impact Assessment for the ISUA Iron Ore Project for London Mining Greenland A/S. https://naalakkersuisut.gl/~/media/Nanoq/Files/Attached%20Files/Raastof/Hoeringer/ISUA%202012/SIA%20London%20Mining%20final%20march%202013.pdf",2013,"https://naalakkersuisut.gl/~/media/Nanoq/Files/Attached%20Files/Raastof/Hoeringer/ISUA%202012/SIA%20London%20Mining%20final%20march%202013.pdf"
"ISUA Iron Ore","Open pit","Iron","Greenland","Nuuk ","150 km NW of Nuuk ",65.50312849,-50.33983198,"E6C3","5-Societies","5B-Economic","5B-Local bussiness","Local contractors/suppliers to be offered contract packages","Specific contract packages (construction and services) to be offered to local contractors/suppliers on competitive basis.","construction","Local community",NA,"Medium","Positive","E6M2","Yes","Maintain regular contact with the Greenlandic Employers’ Associations, keeping them abreast of upcoming opportunities and discussing solutions and alternatives to potential challenges for the local companies to access business opportunities during the construction and operation phases. Within this forum, analyze and discuss the results of tender process and performance of local companies, providing constructive feedback to improve both access to business and the quality of services.","NAGrontmij A/S (2013) Social Impact Assessment for the ISUA Iron Ore Project for London Mining Greenland A/S. https://naalakkersuisut.gl/~/media/Nanoq/Files/Attached%20Files/Raastof/Hoeringer/ISUA%202012/SIA%20London%20Mining%20final%20march%202013.pdf",2013,"https://naalakkersuisut.gl/~/media/Nanoq/Files/Attached%20Files/Raastof/Hoeringer/ISUA%202012/SIA%20London%20Mining%20final%20march%202013.pdf"
"ISUA Iron Ore","Open pit","Iron","Greenland","Nuuk ","150 km NW of Nuuk ",65.50312849,-50.33983198,"E6C3","5-Societies","5B-Economic","5B-Local bussiness","Local contractors/suppliers to be offered contract packages","Specific contract packages (construction and services) to be offered to local contractors/suppliers on competitive basis.","construction","Local community",NA,"Medium","Positive","E6M3","Yes","Develop a Corporate Social Responsibility strategy and implementation plan for the project, including commitments and defined actions towards increasing the share of local business (also known as local content). ","NAGrontmij A/S (2013) Social Impact Assessment for the ISUA Iron Ore Project for London Mining Greenland A/S. https://naalakkersuisut.gl/~/media/Nanoq/Files/Attached%20Files/Raastof/Hoeringer/ISUA%202012/SIA%20London%20Mining%20final%20march%202013.pdf",2013,"https://naalakkersuisut.gl/~/media/Nanoq/Files/Attached%20Files/Raastof/Hoeringer/ISUA%202012/SIA%20London%20Mining%20final%20march%202013.pdf"
"ISUA Iron Ore","Open pit","Iron","Greenland","Nuuk ","150 km NW of Nuuk ",65.50312849,-50.33983198,"E6C3","5-Societies","5B-Economic","5B-Local bussiness","Local contractors/suppliers to be offered contract packages","Specific contract packages (construction and services) to be offered to local contractors/suppliers on competitive basis.","construction","Local community",NA,"Medium","Positive","E6M4","Yes","Monitor indicators related to volume and type of business and local share, and incorporate to the annual report. It is further recommended to follow Global Compact indicators and reporting procedures, or its specific indicators developed for the extractive industry","NAGrontmij A/S (2013) Social Impact Assessment for the ISUA Iron Ore Project for London Mining Greenland A/S. https://naalakkersuisut.gl/~/media/Nanoq/Files/Attached%20Files/Raastof/Hoeringer/ISUA%202012/SIA%20London%20Mining%20final%20march%202013.pdf",2013,"https://naalakkersuisut.gl/~/media/Nanoq/Files/Attached%20Files/Raastof/Hoeringer/ISUA%202012/SIA%20London%20Mining%20final%20march%202013.pdf"
"ISUA Iron Ore","Open pit","Iron","Greenland","Nuuk ","150 km NW of Nuuk ",65.50312849,-50.33983198,"E6C3","5-Societies","5B-Economic","5B-Local bussiness","Local contractors/suppliers to be offered contract packages","Specific contract packages (construction and services) to be offered to local contractors/suppliers on competitive basis.","construction","Local community",NA,"Medium","Positive","E6M5","Yes","Unbundling of contracts for services and supplies to camp where there exists no cost hindrance to the project","NAGrontmij A/S (2013) Social Impact Assessment for the ISUA Iron Ore Project for London Mining Greenland A/S. https://naalakkersuisut.gl/~/media/Nanoq/Files/Attached%20Files/Raastof/Hoeringer/ISUA%202012/SIA%20London%20Mining%20final%20march%202013.pdf",2013,"https://naalakkersuisut.gl/~/media/Nanoq/Files/Attached%20Files/Raastof/Hoeringer/ISUA%202012/SIA%20London%20Mining%20final%20march%202013.pdf"
"ISUA Iron Ore","Open pit","Iron","Greenland","Nuuk ","150 km NW of Nuuk ",65.50312849,-50.33983198,"E6C3","5-Societies","5B-Economic","5B-Local bussiness","Local contractors/suppliers to be offered contract packages","Specific contract packages (construction and services) to be offered to local contractors/suppliers on competitive basis.","construction","Local community",NA,"Medium","Positive","E6M6","Yes","Preferential purchase of local goods and services to the mine camp operation regarding communication, logistical and support services.","NAGrontmij A/S (2013) Social Impact Assessment for the ISUA Iron Ore Project for London Mining Greenland A/S. https://naalakkersuisut.gl/~/media/Nanoq/Files/Attached%20Files/Raastof/Hoeringer/ISUA%202012/SIA%20London%20Mining%20final%20march%202013.pdf",2013,"https://naalakkersuisut.gl/~/media/Nanoq/Files/Attached%20Files/Raastof/Hoeringer/ISUA%202012/SIA%20London%20Mining%20final%20march%202013.pdf"
"ISUA Iron Ore","Open pit","Iron","Greenland","Nuuk ","150 km NW of Nuuk ",65.50312849,-50.33983198,"E6C3","5-Societies","5B-Economic","5B-Local bussiness","Local contractors/suppliers to be offered contract packages","Specific contract packages (construction and services) to be offered to local contractors/suppliers on competitive basis.","construction","Local community",NA,"Medium","Positive","E6M7","Yes","Inform Tourist Council and Municipal authorities on the expected requirements of hotels and temporary housing for each year. ","NAGrontmij A/S (2013) Social Impact Assessment for the ISUA Iron Ore Project for London Mining Greenland A/S. https://naalakkersuisut.gl/~/media/Nanoq/Files/Attached%20Files/Raastof/Hoeringer/ISUA%202012/SIA%20London%20Mining%20final%20march%202013.pdf",2013,"https://naalakkersuisut.gl/~/media/Nanoq/Files/Attached%20Files/Raastof/Hoeringer/ISUA%202012/SIA%20London%20Mining%20final%20march%202013.pdf"
"ISUA Iron Ore","Open pit","Iron","Greenland","Nuuk ","150 km NW of Nuuk ",65.50312849,-50.33983198,"E6C3","5-Societies","5B-Economic","5B-Local bussiness","Local contractors/suppliers to be offered contract packages","Specific contract packages (construction and services) to be offered to local contractors/suppliers on competitive basis.","construction","Local community",NA,"Medium","Positive","E6M8","Yes","Requirement in contract with the providers of catering services to supply local/traditional food ","NAGrontmij A/S (2013) Social Impact Assessment for the ISUA Iron Ore Project for London Mining Greenland A/S. https://naalakkersuisut.gl/~/media/Nanoq/Files/Attached%20Files/Raastof/Hoeringer/ISUA%202012/SIA%20London%20Mining%20final%20march%202013.pdf",2013,"https://naalakkersuisut.gl/~/media/Nanoq/Files/Attached%20Files/Raastof/Hoeringer/ISUA%202012/SIA%20London%20Mining%20final%20march%202013.pdf"
"ISUA Iron Ore","Open pit","Iron","Greenland","Nuuk ","150 km NW of Nuuk ",65.50312849,-50.33983198,"E6C3","5-Societies","5B-Economic","5B-Local bussiness","Local contractors/suppliers to be offered contract packages","Specific contract packages (construction and services) to be offered to local contractors/suppliers on competitive basis.","construction","Local community",NA,"Medium","Positive","E6M9","Yes","Engaging the professional hunters in Kapisillit and Nuuk in providing some of the regular Greenlandic food for the canteen and camp in general ","NAGrontmij A/S (2013) Social Impact Assessment for the ISUA Iron Ore Project for London Mining Greenland A/S. https://naalakkersuisut.gl/~/media/Nanoq/Files/Attached%20Files/Raastof/Hoeringer/ISUA%202012/SIA%20London%20Mining%20final%20march%202013.pdf",2013,"https://naalakkersuisut.gl/~/media/Nanoq/Files/Attached%20Files/Raastof/Hoeringer/ISUA%202012/SIA%20London%20Mining%20final%20march%202013.pdf"
"ISUA Iron Ore","Open pit","Iron","Greenland","Nuuk ","150 km NW of Nuuk ",65.50312849,-50.33983198,"E6C4","5-Societies","5B-Economic","5B-Local bussiness","Business opportunities for local companies during the 15 years of operation","Drilling, logistic support, field supervision, geological survey and other investigations, Construction of camps, site services and pre-stripping. Additional construction projects during the operations • Port operation components, Waste management during construction and operation, Air transport, Helicopter support, Demand for food and goods, particularly local meat and fish, Camp logistics and support services., Housing and accommodation in Nuuk, including taxi, restaurants, etc.","construction","Local community",NA,"Medium","Positive",NA,"No",NA,"NAGrontmij A/S (2013) Social Impact Assessment for the ISUA Iron Ore Project for London Mining Greenland A/S. https://naalakkersuisut.gl/~/media/Nanoq/Files/Attached%20Files/Raastof/Hoeringer/ISUA%202012/SIA%20London%20Mining%20final%20march%202013.pdf",2013,"https://naalakkersuisut.gl/~/media/Nanoq/Files/Attached%20Files/Raastof/Hoeringer/ISUA%202012/SIA%20London%20Mining%20final%20march%202013.pdf"
"ISUA Iron Ore","Open pit","Iron","Greenland","Nuuk ","150 km NW of Nuuk ",65.50312849,-50.33983198,"E6C5","5-Societies","5B-Economic","5B-Other","Expected increased cost of living.",NA,"operation","Local community",NA,"Medium","Positive","E6M1","Yes","GA’s (Grønlands Arbejdssgiverforening) initiatives to promote local business for mining companies (network workshops)","NAGrontmij A/S (2013) Social Impact Assessment for the ISUA Iron Ore Project for London Mining Greenland A/S. https://naalakkersuisut.gl/~/media/Nanoq/Files/Attached%20Files/Raastof/Hoeringer/ISUA%202012/SIA%20London%20Mining%20final%20march%202013.pdf",2013,"https://naalakkersuisut.gl/~/media/Nanoq/Files/Attached%20Files/Raastof/Hoeringer/ISUA%202012/SIA%20London%20Mining%20final%20march%202013.pdf"
"ISUA Iron Ore","Open pit","Iron","Greenland","Nuuk ","150 km NW of Nuuk ",65.50312849,-50.33983198,"E6C5","5-Societies","5B-Economic","5B-Other","Expected increased cost of living.",NA,"operation","Local community",NA,"Medium","Positive","E6M2","Yes","London Mining Greenland A/S, to become member of GA and participate on the initiatives on local business actors","NAGrontmij A/S (2013) Social Impact Assessment for the ISUA Iron Ore Project for London Mining Greenland A/S. https://naalakkersuisut.gl/~/media/Nanoq/Files/Attached%20Files/Raastof/Hoeringer/ISUA%202012/SIA%20London%20Mining%20final%20march%202013.pdf",2013,"https://naalakkersuisut.gl/~/media/Nanoq/Files/Attached%20Files/Raastof/Hoeringer/ISUA%202012/SIA%20London%20Mining%20final%20march%202013.pdf"
"ISUA Iron Ore","Open pit","Iron","Greenland","Nuuk ","150 km NW of Nuuk ",65.50312849,-50.33983198,"E6C5","5-Societies","5B-Economic","5B-Other","Expected increased cost of living.",NA,"operation","Local community",NA,"Medium","Positive","E6M3","Yes","Participate and organise open day events to inform, identify and attract potential services and goods suppliers and workforce","NAGrontmij A/S (2013) Social Impact Assessment for the ISUA Iron Ore Project for London Mining Greenland A/S. https://naalakkersuisut.gl/~/media/Nanoq/Files/Attached%20Files/Raastof/Hoeringer/ISUA%202012/SIA%20London%20Mining%20final%20march%202013.pdf",2013,"https://naalakkersuisut.gl/~/media/Nanoq/Files/Attached%20Files/Raastof/Hoeringer/ISUA%202012/SIA%20London%20Mining%20final%20march%202013.pdf"
"ISUA Iron Ore","Open pit","Iron","Greenland","Nuuk ","150 km NW of Nuuk ",65.50312849,-50.33983198,"E6C5","5-Societies","5B-Economic","5B-Other","Expected increased cost of living.",NA,"operation","Local community",NA,"Medium","Positive","E6M4","Yes","Maintain a close dialogue and continuous updates with Municipal and National authorities on the plans and progress of the project, defining as accurately as possible the needs of the project and the timing of the activities during construction.","NAGrontmij A/S (2013) Social Impact Assessment for the ISUA Iron Ore Project for London Mining Greenland A/S. https://naalakkersuisut.gl/~/media/Nanoq/Files/Attached%20Files/Raastof/Hoeringer/ISUA%202012/SIA%20London%20Mining%20final%20march%202013.pdf",2013,"https://naalakkersuisut.gl/~/media/Nanoq/Files/Attached%20Files/Raastof/Hoeringer/ISUA%202012/SIA%20London%20Mining%20final%20march%202013.pdf"
"ISUA Iron Ore","Open pit","Iron","Greenland","Nuuk ","150 km NW of Nuuk ",65.50312849,-50.33983198,"E6C5","5-Societies","5B-Economic","5B-Other","Expected increased cost of living.",NA,"operation","Local community",NA,"Medium","Positive","E6M5","Yes","Maintain regular contact with the Greenlandic Employers’ Associations, keeping them abreast of upcoming opportunities and discussing solutions and alternatives to potential challenges for the local companies to access business opportunities during the construction and operation phases. Within this forum, analyze and discuss the results of tender process and performance of local companies, providing constructive feedback to improve both access to business and the quality of services.","NAGrontmij A/S (2013) Social Impact Assessment for the ISUA Iron Ore Project for London Mining Greenland A/S. https://naalakkersuisut.gl/~/media/Nanoq/Files/Attached%20Files/Raastof/Hoeringer/ISUA%202012/SIA%20London%20Mining%20final%20march%202013.pdf",2013,"https://naalakkersuisut.gl/~/media/Nanoq/Files/Attached%20Files/Raastof/Hoeringer/ISUA%202012/SIA%20London%20Mining%20final%20march%202013.pdf"
